date,hour,year,provider,alt,technology,support,risk_ratio,outlier_count,total_count
2017-06-14,9,,,110.0,,0.0014716703458425313,3.0823195963947625,2.0,65.0
2017-12-21,10,,,120.0,,0.0014716703458425313,3.7104997407134475,2.0,54.0
2017-09-19,10,,,70.0,,0.0014716703458425313,4.08927255500579,2.0,49.0
2018-05-09,9,,,90.0,,0.0014716703458425313,9.10973403898975,2.0,22.0
2017-07-21,10,,,180.0,,0.0014716703458425313,3.2845355593945182,2.0,61.0
2016-03-09,14,,,140.0,,0.0014716703458425313,3.7104997407134475,2.0,54.0
2016-07-19,11,,,80.0,,0.0014716703458425313,11.134446900843363,2.0,18.0
2015-08-26,,,24603,30.0,,0.0014716703458425313,4.771063620732007,2.0,42.0
2016-06-30,9,,,120.0,,0.0014716703458425313,3.8532679553313307,2.0,52.0
2015-11-04,9,,,70.0,,0.0014716703458425313,7.157332350773765,2.0,28.0
2016-01-29,12,,,150.0,,0.0014716703458425313,7.157332350773765,2.0,28.0
2015-08-26,10,,24603,,,0.0014716703458425313,3.3959257085045524,2.0,59.0
2018-03-06,9,,,130.0,,0.0014716703458425313,3.7805369780731635,2.0,53.0
,15,,24602,160.0,,0.0014716703458425313,3.130503868828298,2.0,64.0
2018-04-11,,,24603,70.0,,0.0014716703458425313,4.771063620732007,2.0,42.0
2015-08-26,10,,,30.0,,0.0014716703458425313,3.23153540780184,2.0,62.0
2018-03-13,13,,,170.0,,0.0014716703458425313,20.043183492999262,2.0,10.0
,13,2018,,190.0,,0.0014716703458425313,4.887466973416971,2.0,41.0
2018-03-06,11,,,120.0,,0.0014716703458425313,3.130503868828298,2.0,64.0
2017-01-04,9,,,150.0,,0.0014716703458425313,7.157332350773765,2.0,28.0
2017-03-27,11,,,160.0,,0.0014716703458425313,22.270367641038238,2.0,9.0
,7,2018,,110.0,,0.0014716703458425313,3.6430093119849936,2.0,55.0
2018-03-01,13,,24602,,,0.0014716703458425313,3.5151327101837126,2.0,57.0
2017-06-19,16,,,20.0,,0.0014716703458425313,9.543601080815524,2.0,21.0
2015-07-14,9,,,110.0,,0.0014716703458425313,4.174496438221567,2.0,48.0
,15,2016,,170.0,,0.0014716703458425313,3.5151327101837126,2.0,57.0
2015-07-14,9,,,80.0,,0.0014716703458425313,6.680078604765414,2.0,30.0
2015-06-29,8,,,150.0,,0.0014716703458425313,4.55413009981912,2.0,44.0
2017-06-06,8,,,60.0,,0.0014716703458425313,10.020854826823877,2.0,20.0
2017-01-04,11,,,170.0,,0.0014716703458425313,5.72557111274871,2.0,35.0
2017-01-04,11,,,180.0,,0.0014716703458425313,9.543601080815524,2.0,21.0
2016-03-09,,,24603,140.0,,0.0014716703458425313,6.680078604765414,2.0,30.0
2018-02-22,,,24602,110.0,,0.0014716703458425313,3.1802178007041673,2.0,63.0
,15,2016,,20.0,,0.0014716703458425313,4.007457627118645,2.0,50.0
2016-07-19,18,,,,,0.002207505518763797,3.16506753609688,3.0,95.0
2016-02-11,11,,,,,0.002207505518763797,4.06389021765128,3.0,74.0
2017-02-27,,,,180.0,,0.002207505518763797,3.037096630016984,3.0,99.0
2016-03-30,14,,,,,0.002207505518763797,4.119590253364044,3.0,73.0
,11,,,210.0,,0.002207505518763797,5.012647492625369,3.0,60.0
2015-06-23,11,,,,,0.002207505518763797,3.855372135239392,3.0,78.0
2016-09-06,13,,,,,0.002207505518763797,3.855372135239392,3.0,78.0
2015-12-15,,,,100.0,,0.002207505518763797,4.9304366748875665,3.0,61.0
2016-09-15,,,,100.0,,0.002207505518763797,5.276587486415153,3.0,57.0
2015-12-16,,,,100.0,,0.002207505518763797,4.556751139715741,3.0,66.0
2017-06-20,,,,50.0,,0.002207505518763797,15.042367256637167,3.0,20.0
2016-06-28,13,,,,,0.002207505518763797,4.556751139715741,3.0,66.0
2018-02-22,,,,50.0,,0.002207505518763797,4.556751139715741,3.0,66.0
2018-03-13,,,,190.0,,0.002207505518763797,3.8065419513834438,3.0,79.0
2016-05-16,,,,210.0,,0.002207505518763797,5.468543845534995,3.0,55.0
2017-04-24,,,,70.0,,0.002207505518763797,9.40064988938053,3.0,32.0
,7,,,120.0,,0.002207505518763797,3.4563116671752616,3.0,87.0
2018-12-05,,,,100.0,,0.002207505518763797,9.40064988938053,3.0,32.0
2015-06-02,,,,80.0,,0.002207505518763797,3.198762003389192,3.0,94.0
,,2017,,210.0,,0.002207505518763797,3.037096630016984,3.0,99.0
2018-07-27,,,,120.0,,0.002207505518763797,3.2331810828813397,3.0,93.0
2018-03-15,,,,30.0,,0.002207505518763797,3.4965270631817247,3.0,86.0
2017-07-19,,,,30.0,,0.002207505518763797,3.4563116671752616,3.0,87.0
2017-02-08,,,,170.0,,0.002207505518763797,13.08003078106964,3.0,23.0
2015-12-15,,,,110.0,,0.002207505518763797,6.995266515743981,3.0,43.0
2017-03-27,,,,190.0,,0.002207505518763797,3.198762003389192,3.0,94.0
2018-01-24,,,,130.0,,0.002207505518763797,4.773844641101277,3.0,63.0
2017-02-08,,,,90.0,,0.002207505518763797,4.626889040163377,3.0,65.0
2017-03-27,,,,200.0,,0.002207505518763797,8.847540343571056,3.0,34.0
2016-03-24,,,,90.0,,0.002207505518763797,7.161873156342183,3.0,42.0
2017-07-19,,,,130.0,,0.002207505518763797,4.556751139715741,3.0,66.0
2016-09-06,,,,130.0,,0.002207505518763797,6.015619469026548,3.0,50.0
,18,2016,,,,0.002207505518763797,3.16506753609688,3.0,95.0
2016-06-14,,,,40.0,,0.002207505518763797,37.60923672566372,3.0,8.0
2016-04-19,,,,130.0,,0.002207505518763797,3.905470635559131,3.0,77.0
2017-06-20,,,,60.0,,0.002207505518763797,7.712956659859316,3.0,39.0
2018-01-24,,,,150.0,,0.002207505518763797,5.185573695453159,3.0,58.0
2017-02-08,,,,150.0,,0.002207505518763797,4.556751139715741,3.0,66.0
,8,2017,,60.0,,0.002207505518763797,4.296238938053097,3.0,70.0
2018-01-30,14,,,50.0,,0.002207505518763797,6.015619469026548,3.0,50.0
2016-03-30,12,,24603,,,0.002207505518763797,3.198762003389192,3.0,94.0
2018-01-30,13,,,110.0,,0.002207505518763797,6.836232904263877,3.0,44.0
,13,2016,,170.0,,0.002207505518763797,3.1320750368731565,3.0,96.0
2018-03-13,9,,,170.0,,0.002207505518763797,3.3042886317222604,3.0,91.0
,13,2016,,40.0,,0.002207505518763797,7.336606950140297,3.0,41.0
2017-01-31,10,,,70.0,,0.002207505518763797,3.4170102574416727,3.0,88.0
2016-04-21,10,,,150.0,,0.002207505518763797,8.355887413962636,3.0,36.0
,11,2015,,100.0,,0.002207505518763797,6.399736396158915,3.0,47.0
2016-07-20,10,,,60.0,,0.002207505518763797,7.336606950140297,3.0,41.0
,11,2015,,180.0,,0.002207505518763797,3.4170102574416727,3.0,88.0
2017-09-26,12,,,50.0,,0.002207505518763797,3.4563116671752616,3.0,87.0
2018-03-15,11,,,90.0,,0.002207505518763797,3.4170102574416727,3.0,88.0
2018-03-06,12,,,100.0,,0.002207505518763797,3.3785920254549073,3.0,89.0
2018-01-30,12,,,,,0.0029433406916850625,3.550011429317833,4.0,113.0
2017-06-06,11,,,,,0.0029433406916850625,4.314089592508829,4.0,93.0
2016-03-30,,,,150.0,,0.0029433406916850625,18.246360281784636,4.0,22.0
2016-03-07,,,,100.0,,0.0029433406916850625,5.2111372022811135,4.0,77.0
2018-01-30,,,,100.0,,0.0029433406916850625,4.6654767012786404,4.0,86.0
2016-04-21,,,,180.0,,0.0029433406916850625,6.47261040352339,4.0,62.0
2017-12-08,,,,150.0,,0.0029433406916850625,4.223204505729268,4.0,95.0
2016-03-24,,,,80.0,,0.0029433406916850625,4.834215089138843,4.0,83.0
2016-03-24,,,,70.0,,0.0029433406916850625,7.431952986196528,4.0,54.0
2018-03-06,,,,140.0,,0.0029433406916850625,4.223204505729268,4.0,95.0
2016-07-20,,,,140.0,,0.0029433406916850625,3.1834358343583435,4.0,126.0
2018-02-13,,,,170.0,,0.0029433406916850625,3.1834358343583435,4.0,126.0
2015-06-02,8,,,,,0.0029433406916850625,3.9331741552709643,4.0,102.0
2017-03-27,10,,,,,0.0029433406916850625,3.4285425931182396,4.0,117.0
,,2016,,210.0,,0.0029433406916850625,3.0853931308543854,4.0,130.0
2016-03-24,9,,,,,0.0029433406916850625,4.508113935071935,4.0,89.0
2017-09-29,,,,170.0,,0.0029433406916850625,3.015731209943678,4.0,133.0
2017-06-19,9,,,20.0,,0.0029433406916850625,3.5817343173431735,4.0,112.0
2018-02-22,11,,,110.0,,0.0029433406916850625,3.1093337910123284,4.0,129.0
2015-07-21,,,24602,30.0,,0.0029433406916850625,3.7492430251405313,4.0,107.0
2017-03-02,11,,,160.0,,0.0029433406916850625,4.26816361780639,4.0,94.0
2017-07-21,10,,,170.0,,0.0029433406916850625,3.1583461661388266,4.0,127.0
2016-06-14,13,,,30.0,,0.0029433406916850625,6.270249077490775,4.0,64.0
,8,2016,,80.0,,0.0029433406916850625,5.144289904437506,4.0,78.0
2018-03-15,10,,,40.0,,0.0029433406916850625,25.089852398523988,4.0,16.0
,13,2018,,180.0,,0.0029433406916850625,4.611816600924629,4.0,87.0
,9,2017,,200.0,,0.0029433406916850625,6.270249077490775,4.0,64.0
2015-07-21,11,,,30.0,,0.0029433406916850625,3.9721457016550366,4.0,101.0
2017-10-19,12,,,50.0,,0.0029433406916850625,3.1093337910123284,4.0,129.0
2018-03-15,11,,,80.0,,0.0029433406916850625,9.12170412613217,4.0,44.0
2018-04-05,10,,,180.0,,0.0029433406916850625,4.720399392229217,4.0,85.0
,,,,220.0,,0.003679175864606328,3.195203642898136,5.0,157.0
2017-10-24,,,,100.0,,0.003679175864606328,4.480474519940916,5.0,112.0
2017-03-02,12,,,,,0.003679175864606328,3.195203642898136,5.0,157.0
2017-02-27,13,,,,,0.003679175864606328,4.216699973933443,5.0,119.0
2016-09-06,,,,80.0,,0.003679175864606328,10.681982463308087,5.0,47.0
2018-03-13,,,,120.0,,0.003679175864606328,3.0774528549809244,5.0,163.0
2017-09-19,8,,,,,0.003679175864606328,3.003652959958959,5.0,167.0
2016-09-15,,,,110.0,,0.003679175864606328,6.274141432791728,5.0,80.0
2016-02-19,,,,140.0,,0.003679175864606328,7.4922286646531004,5.0,67.0
2016-09-06,,,,90.0,,0.003679175864606328,3.8895377463272762,5.0,129.0
2016-04-21,9,,,,,0.003679175864606328,3.8595898193387117,5.0,130.0
2018-02-13,11,,,160.0,,0.003679175864606328,3.3897311269910975,5.0,148.0
,14,2018,,50.0,,0.003679175864606328,5.01857459379616,5.0,100.0
2016-06-15,8,,,10.0,,0.003679175864606328,4.5620048341614075,5.0,110.0
,8,2016,,10.0,,0.003679175864606328,3.154965952268146,5.0,159.0
,8,2016,,140.0,,0.003679175864606328,3.0217695004538094,5.0,166.0
2015-07-21,11,,24602,,,0.003679175864606328,5.576604300016412,5.0,90.0
2018-09-13,16,,24603,,,0.003679175864606328,5.7690283366440855,5.0,87.0
2015-12-15,12,,,,,0.004415011037527594,3.6070475457068123,6.0,167.0
2017-09-19,13,,,,,0.004415011037527594,6.149825783972125,6.0,98.0
2017-11-15,12,,,,,0.004415011037527594,3.2556600946844854,6.0,185.0
2016-09-08,,,,80.0,,0.004415011037527594,7.828260431364644,6.0,77.0
2016-03-30,,,,80.0,,0.004415011037527594,6.772166720645756,6.0,89.0
2017-10-19,,,,70.0,,0.004415011037527594,4.782212367578221,6.0,126.0
2018-03-13,7,,,,,0.004415011037527594,7.091065605843225,6.0,85.0
2017-06-20,,,,110.0,,0.004415011037527594,3.7650498891352546,6.0,160.0
2016-06-14,,,,110.0,,0.004415011037527594,4.496442399973525,6.0,134.0
2017-07-19,,,,90.0,,0.004415011037527594,3.291289544788145,6.0,183.0
2018-01-24,14,,,,,0.004415011037527594,3.026306699796098,6.0,199.0
2016-03-07,14,,,,,0.004415011037527594,3.364937011482862,6.0,179.0
2017-11-14,11,,,70.0,,0.004415011037527594,7.262041514171987,6.0,83.0
,8,2017,,110.0,,0.004415011037527594,6.278039541759053,6.0,96.0
,12,2016,,40.0,,0.004415011037527594,3.4223694819592825,6.0,176.0
,10,2017,,10.0,,0.004415011037527594,5.794772300869862,6.0,104.0
,13,2017,,90.0,,0.004415011037527594,3.0726955970858407,6.0,196.0
2017-09-19,,,,100.0,,0.0051508462104488595,6.83130349859252,7.0,103.0
2016-06-14,,,,100.0,,0.0051508462104488595,12.348463614657947,7.0,57.0
2017-10-24,,,,10.0,,0.0051508462104488595,3.2101537380778686,7.0,219.0
2018-01-24,,,,70.0,,0.0051508462104488595,3.363997338693695,7.0,209.0
2018-01-24,,,,120.0,,0.0051508462104488595,4.136925687434736,7.0,170.0
2018-09-13,,,,0.0,,0.0051508462104488595,3.2852783000608303,7.0,214.0
2018-01-24,8,,,,,0.0051508462104488595,3.7806157345549405,7.0,186.0
,8,,,20.0,,0.0051508462104488595,3.6815111992316987,7.0,191.0
2017-10-25,,,,30.0,,0.0051508462104488595,3.4980938502752514,7.0,201.0
2015-12-16,8,,,,,0.0051508462104488595,4.088761696711161,7.0,172.0
2015-10-26,9,,,,,0.0051508462104488595,3.643307171107091,7.0,193.0
,9,2017,,150.0,,0.0051508462104488595,4.065097308205356,7.0,173.0
2018-02-22,13,,,70.0,,0.0051508462104488595,3.9507637457615847,7.0,178.0
,13,2017,,150.0,,0.0051508462104488595,3.3965497527370436,7.0,207.0
2017-10-25,,,,20.0,,0.005886681383370125,3.9809455408901364,8.0,202.0
2016-06-15,12,,,,,0.005886681383370125,6.488813543134118,8.0,124.0
2017-10-24,,,,0.0,,0.005886681383370125,6.436855662472243,8.0,125.0
2018-01-24,,,,80.0,,0.005886681383370125,5.156560192829623,8.0,156.0
2017-02-08,,,,80.0,,0.005886681383370125,4.676329333998933,8.0,172.0
,17,,,70.0,,0.005886681383370125,3.0915674998576557,8.0,260.0
2017-03-27,8,,,,,0.005886681383370125,3.654747325213646,8.0,220.0
2017-10-24,17,,,,,0.005886681383370125,3.308264263934961,8.0,243.0
2017-09-19,,,,110.0,,0.005886681383370125,6.936726307460629,8.0,116.0
,17,2016,,,,0.005886681383370125,3.6381832127031766,8.0,221.0
2017-10-19,10,,,,,0.005886681383370125,4.061488310192973,8.0,198.0
2016-07-19,17,,,,,0.005886681383370125,3.6381832127031766,8.0,221.0
2016-09-15,10,,,,,0.005886681383370125,4.443510229786816,8.0,181.0
2018-01-30,,,,60.0,,0.005886681383370125,6.237079625198676,8.0,129.0
2017-10-25,11,,,,,0.005886681383370125,3.308264263934961,8.0,243.0
2017-02-27,,,,150.0,,0.005886681383370125,4.649264300047492,8.0,173.0
,9,2016,,70.0,,0.005886681383370125,3.254593238776495,8.0,247.0
,8,2017,,170.0,,0.005886681383370125,4.468229295172301,8.0,180.0
2017-07-19,13,,,,,0.006622516556291391,4.549547738693468,9.0,199.0
2017-02-08,8,,,,,0.006622516556291391,6.203515981735159,9.0,146.0
2017-02-27,,,,170.0,,0.006622516556291391,5.115856873822977,9.0,177.0
2017-10-25,10,,,,,0.006622516556291391,3.3390405904059044,9.0,271.0
2017-06-20,9,,,,,0.006622516556291391,3.0878270762229802,9.0,293.0
2016-09-06,11,,,,,0.006622516556291391,3.2903757575757577,9.0,275.0
2018-04-18,9,,,70.0,,0.006622516556291391,5.997880794701986,9.0,151.0
,10,2017,,180.0,,0.006622516556291391,3.1746900584795323,9.0,285.0
,16,2017,,0.0,,0.006622516556291391,5.590164609053498,9.0,162.0
2017-10-24,16,,,,,0.007358351729212656,4.533922358236665,10.0,222.0
2017-06-19,10,,,,,0.007358351729212656,4.395104249953872,10.0,229.0
2017-09-19,,,,60.0,,0.007358351729212656,3.7404548598576395,10.0,269.0
2017-06-20,11,,,,,0.007358351729212656,3.45711090562183,10.0,291.0
2017-09-19,11,,,,,0.007358351729212656,4.493374722016308,10.0,224.0
2016-06-14,10,,,,,0.008094186902133923,4.7755327176916,11.0,232.0
,14,,,0.0,,0.008094186902133923,3.344760504540687,11.0,331.0
2018-03-13,14,,,,,0.008094186902133923,3.515067589845038,11.0,315.0
2016-03-24,8,,,,,0.008830022075055188,4.6872464218504515,12.0,258.0
2018-01-30,9,,,,,0.008830022075055188,3.292475558765164,12.0,367.0
,11,2017,,100.0,,0.01177336276674025,3.6705611588709126,16.0,440.0
2017-02-08,9,,,,,0.012509197939661517,5.599188337694239,17.0,307.0
,,,24601,,,0.8646063281824872,12.834202988354674,1175.0,45187.0
,,,,,DC-HSPA+,1.0,Infinity,1359.0,74578.0
